sentimen,review
1,scrub bibir pertama yang saya coba lumayan sihh buat ngangkat kulit mati tetapi tidak yang wow begitu waktu nge scrub bibir jadi lembab cuman telah itu agak kering jadi harus apply lip balm lip butter telah nge scrub bibir pakai ini agak ragu buat repurchase mau coba lip scrub lain mungkin ada yang lebih work
0,dia ini bisa banget ngangkat sel sel kulit mati di bibir sih tetapi kalau di saya dia tidak cerah warna bibir mungkin yaa karena warna asli bibir saya emang gelap and it s genetic hubung ini sugar jadi rasa manis bawa ken ngunyahin
0,lip scrub yang ampuh buat bunuh kulit mati bibir ku bikin bibir halus dan lembut scubnya tidak terlalu kasar terus ada manis manis begitu saya benar benar butuh scrub ini untuk bibir ku yang kering dan hitam ini tpi untuk repurs saya mikir dlu saya ingin bikin daily sendiri karena isi scrub emina isi sedikit rugi saja kan kita bisa bikin sendiri juga bisa bebas milih bahan lain
1,kalau untuk ccrub lokal emg bagus sih gula benar gula yang kasar begitu wktu dipake jadi ken makan hahaha abis dibersihin bibir jadi lembut dan moist so far sukaa sih packaging nya juga imut kecil bisa bawa kemanamana
1,lip scrub ini sbnrnya emg rasa banget kalau bikin bibir jadi lembap lembut cumaaa sayang kalau turut saya produk ini terlalu gede butir scrubnya jadi kalau sedang scrubbing suka mana mana begitu butir jadi bikin agak gaenak waktu sedang scrubbing karena butir gede itu jadi kalau pakai dikit sampe sekarang jar bom abis udaj berapa bulan tetapi wangi rasa enak sih worth to try but repurchase maybe i wanna look for another option
1,bingung antara suka tidak sama produk ini scrubnya gede sangat jadi kadang saya ngerasa sakit pas lagi nge scrub karena saya ngerasa tidak bersih kalau tidak sampe di teken begitu terus juga saya saranin pakai ini belum cuci muka sih karena telah bikin pinggir bibir tuh lengket sangat dan gabisa ilang pakai air saja saya sudah beli beberapa bulan dan belum abis sampai sekarang salah satu alas karena itu hasil sih saya suka bikin lembut bibir sampe besok pagi wangi juga enak sangat but i m not gonna repurchase karena mau coba lip scrub yang lain
1,produk ini lumayan banget buat ngatasin bibir saya yang sering kering dan ngelupas ngelupas bibir jadi asa lembab dan halus wangi juga enak kaya permen tetapi sayang banget isi produk sedikit jadi cepet habis deh
1,packaging produk ini upa jar mungil dengan tutup warna pink khas emina ukur yang kecil mudah untuk bawa bawa produk sendiri warna putih lihat ada butir gula untuk selera ukur butir terlalu besar agak harsh di bibir produk agak sulit rata di bibir karena cenderung gumpal hal yang sangat ganggu jika produk ini kena kulit sekitar mulut saat bilas dengan air masih timbul rasa lengket olah olah minyak rasa lengket sebut baru hilang kalau bilas dengan sabun cuci muka sedang saya sering kali pakai lip scrub telah cuci muka lip scrub ini memang mampu angkat kulit mati tetapi rasa lengket sekitar mulut itu yang bikin saya jadi ogah pakai lagi
1,waktu pertama kali beli agak kaget dengan bentuk super minimal tetapi pas coba suukkaaa ngebantu banget buat ngatasin bibir saya yang kering dan pecah moga selalu cck pokok recomend banget
1,produk yang lumayan bagus bibir super duper kering kyk saya yang gesek dikit saja darah wkwk untuk bikin bibir jadi pink dia sih nggak ada reaksi tetep saja item padahal selalu pakai ini telah hari pakai lipcream dan sunblock
1,suka sama lip scrub ini sbnrnya nothing special cuma suka sama wangi sama rasa mungkin aneh wkwkwk tetapi nama scrub bibir pasti sering tidak sengaja jilat kn scrub ini rasa bnr bnr manis kaya gula cuma gula halus sangat jadi kurang ampuh buat scrub bibir
2,agak kurang suka sm scrub bibir emina soalny butir scrubnya itu gede dan kasar sangat jadi buat yang bibir lagi kering sm pecah atau ngelupas mending hati deh terus btw ini scrubnya dari gula asli bukan sih soalny klau scrubnya tidak sengaja makan ada rasa manis nya persis kyk makan gula begitu deh
1,pas nge aplikasiin harus pelan pelan karena butir gula agak terlalu besar enak abis pakai ini kulit mati bibir tuh ilang dan tidak jadi kering masih lembab buat yang kuku panjang mending pakai spatula ngambilnya karena ini kan mesti di colek jadi suka nempel di kuku
1,saya suka sama lip scrub dari emina ini tetapi gula kek gede sangat begitu jadi rada rem kalau digosokin ke bibir dipakenya pelan saja takut bikin kulit bibir yang sedang kering lgsg kelupas terus darah
2,pas dipake emang aga ganggu dan bersihinnya harus pelan pelan karena butir sugar yang bisa bikin lecet tetapi telah make rasa kaya enteng dan sedikit oily jadi tidak terlalu kering kering banget
1,wangi enakkk banget sudah begitu tekstur juga pas kalau hasil sih bikin bibir balik moist lagi begitu apalagi pas pakai lipcream size nya kecilll banget unyu pas buat traveling repurchase yes karena gampang cari dan pas juga kantong
1,sudah jar dua overall saya cocok sih sama ini biasa saya pakai ini telah hari pakai lipstick matte lalu ku sih dan ku tambah pakai lip balm or lip butter product ini benar angkat kulit mati yang ada di bibir kembali warna bibir dan jadi lebih moist bibir nya
1,lip scrub tercintaa dia wangi enak banget manis lembut begitu scrub nya juga enak engga terlalu besar dan packaging yang kecil jadi gampang buat travel dan dia engga bikin bibir kering karena ada kandung jojoba oilnya repurchase yes of course
2,produk ini wort it sangat buat saya yang bibir super crack kalau abis pakai lipstik utama lip cream wangi sweet sangat bau coklat kopi manis begitu harga masih jangkau untuk ukur kantong mahasiswa dan walaupun ukur kecil lip scrub ini lumayan awet
1,lip scrub ini sangat bantu buat bibir yang kering dan pecah pecah buat exfoliate tanpa bikin bibir darah lagi dan bikin muka lebih halus saat pecah pecah packagingnya juga imut dan harga juga tidak mahal untuk lip scrub
1,luar benar apa tidak fungsi yang kata bisa ini dan itu buat saya yang penting produk ini enak dipake walopun bentuk spt balsem begitu tetapi tidak lengket sama sekali dan rasa manis saya pakai ini malem biasa stlh bersih muka mandi pakai sambil pulas ulang di bibir pakai jari hitung buat lembabin bibir saja tidak harap muluk
0,kondisi bibir dulu super kering parah suka saya kopekin smpe darah beli ini karena baca review orang scrub bibir terbaique dan murah awal pakai ini sih bagus bisa angkat kulit mati saya dan instan bibir jadi halus banget tidak pecah bau juga enak tetapi telah pakai ke dan sterusnya kok saya tidak rasa ubah apa ya kulit mati juga angkat jdnya malah rasa kyk pakai lipbalm saja turut lebih bagus lip sleeping mask nya laneige
0,butir nya kasar sangat tetapi wangi enak jadi saya bingung dan telah pakai hampir abis kaya tidak bakal repurchase mau cari yang butir nya lebih kecil saja tetapi overall saya memang suka brand emina dan ini produk jg bagus kok tidak ngasih efek negatif di bibir
1,bagus sih sekali pakai langsung jadi pink begitu tetapi telah beberapa bulan pakai tidak terlalu lihat beda kalau mau ada ubah biasa di mix dengan lip care yang lain tetapi overall oke wangi enak banget packagingnya juga lucu untuk ukur travel size lumayan worth it sih
0,sukaaa sangat sama si doi bikin bibir lembut nge scrubnya enakeun pis kecil jadi tidak makan tempat kalau di bawa pergi jauh keluar kota repurchase maybe sih karena tidak abis wkwkwk terima kasih emina sudah hadir scrub bagus ini
1,scrubnya enak banget tidak bikin bibir sakit dan ampuh banget buat ngangkat dead skin di bibir wangi juga enak banget dan tidak pahit kalau kena lidah and ons top of that it s super affordable product ini recommended banget buat yang lagi cari lip scrub repurchase maybe karena mau coba coba yang lain juga
1,scrubnya lumayan halus dan wangi enak banget karena bibir tidak kering kering banget jadi ini cukup oke untuk bikin bibir asa lebih halus dan lembab bersihinnya bisa bilas pakai air atau lap pakai tisu tetapi kalau saya lebih suka bilas pakai air
1,aromanyaaaa enak banget terus ada manis nya kyak gula moga tidak kepincut untuk nyoba nyemilin produk ini packagingnya girly dan remaja banget kecil tetapi imut pas dipakenya enak bangt abis itu lap pakai tisue langsung deh nampak kulit mati kelupas saya biasa pakai ini belum tidur abis itu saya pakai vaselin repairing jelly itu
1,just so so product pertama kali pakai enak sih bau enak kalau dirasain manis hehehe scrub nya lumayan besar bikin lembab di bibir telah pakai namun pas dipake nggak bikin kulit mati bibir angkat jadi kudu di usap ulang pakai tisu baru bisa angkat nah angkat nya ini nggak bikin perih enak nyaman banget cm agak oily di bibir kalau nggak seka air sedang lumayan angkat sisa lipstik di bibir utama yang sering pakai lipstik matte jadi nggak bikin bibir hitam
1,suka banget sama brand iniii aroma juga enak bangett suka sama hasil yang bikin bibir lumayan lembut karena bibir saya gampang bagt kering jadi sering pakai ini sukaaaa kemas itu lohhh emina tidak tahannn
1,suka sangat sm ini kalau bibir saya sedang kering dan banyak yang ngelupas begitu dipakein ini terus gosok pelan langsung kinclong lembab dan merah bau juga enak banget suka itu inti repurchase ofc yes
1,pertama kali beli ini tuh pas buka bau super enak banget packagingnya lucu dan imut enak buat travelling bagi sih butir scrubnya kurang gede tetapi emang finishnya lumayan bikin bibir lembab sih tetapi dari performa buat angkat kulit mati di bibir kurang sih
1,lip scrub yang cukup bagus turut saya selain gampang cari dan harga jangkau kualitas pun juga bagus tiap abis pakai lib scrub ini bibir rasa bersih saja dan pagi langsung bagus banget warna lembab begitu tidak pucet dan langsung liat item item bibir pudar overall suka sih sama produk ini
2,ini saya beli pas pertama tahu makeup karena packaging nya gemay sangat sebenernya waktu itu saya gangerti ini apa telah baca baru saya tahu dan pas sangat karena bibir pecah parah waktu itu saya scrub lah pakai ini rasa manis dan wangi gula cuman saya ngerasa hasil biasa saja ya ngelembutin sih tetapi cuma beberapa saat dan rasa sm saja kyk kalau saya basahin bibir saya akhir produk ini tidak pernah kepake lagi tetapi karena dia lucu saya simpen terus sampe skarang sudah kadaluarsa haha
0,suka sama packagingnya mini bisa bawa traveling dan dipake mana pakai ini malem belum pakai lip sleeping mask lama lama bikin sehat juga di bibir walaupun tidak bikin ngepink harga juga murce repurchase maybe
1,kecil banget nyata ini ya hahaha saya pertama beli saja kaget kecil itu packaging nya cuma ini oke banget sih buat nge scrub bibir kita abis di scrub auto mulus dan mudah diaplikasiin lip product lain mantul
1,biasa sih kalau mau scrub bibir saya pakai gula campur sm madu cuma kadang saya suka mager begitu loh jadi akhir saya beli lah sugar rush ini pertama kali liat packagingnya super duper lucu entah itu dari warna sm bentuk yang kecil untuk ngescrub bibir turut saya lumayan lah tetapi tidak bilang bagus sangat juga karena pas saya bilas masih ada bagi di bibir saya yang kasar karena si kulit mati itu tidak angkat scrubnya sih kurang turut saya saya sih lebih prefer scrub pakai madu di mix sm gula sugar rush ini cuma saya jadiin alternatif saja kalau saya lagi mager hehe repurchase maybe
1,packaging nya mini banget di bawa jalan enak wangi manis banget dan nyata pas dipake itu gula beneraaan yang jadi scrub nya suka makan begitu kalau lagi scrub bibir sayang turut saya scrub nya terlalu besar buat bibir saya yang tipis ini jadi agak kerepot lain kali mau nyari yang scrub nya kecil seperti pasir saja otherwise this one does the job pretty good
0,kemas emina itu lucu lucu parah girly abiss turut ku sekali pakai saja sudah bikin kulit mati yang ada bibir langsung ke kelupas dan tidak sakit walaupun wadah kecil tetapi ini habis lamaa banget bakal repurchase sih karena emang bagus harga juga tidak terlalu mahal
1,bibir kering banget sering ngelupas bahkan sampe luka terus saya cobain produk ini daan lumayan bantu sih telah bilas lap emang lembap sih tetapi ya tidak lama banget lembap tetapi so far saya suka cocok saja sama produk ini lumayan ngebantu ngatasi bibir yang kering
0,pertama beli karena lucu saja praktis bawa kmn dan pas nyoba pakai minggu nyata hasil lumayan juga bibir saya jdi tidak kering lagi dan engga terlalu gelap asal rutin jangan lupa atau males hasil bakal maksimal saya sekarang jrg pakai karena males haha
1,pertama beli karena suka packanging nya lucu dan remaja banget lumayan mahal untuk kantong anak sma isi dikit juga tetapi dipakenya dikit dikit dan hasil bagus apalagi kalau tidak sengaja keicip itu manis manis begitu repurchase masih mikir mikir juga karena mahal
1,akhir beli ini ken banget ngescrub bibir yang kering dan sering ngelupas lumayan ngangkat kulit mati di bibir lembutt cuma gegara scrub nya lumayan besar jadi agak bagaimana begitu sering keluar bibir hahaa kadang ke makan dah produk manis si hahaha
1,lipscrub pertama yang buat saya langsung suka apalagi dari packaging nya yang pink unyu gtu wkwk tpi lipscrub ini kurang ngangkat sel kulit mati yang ada di bibir sih tekstur juga lumayan halus gtu tetapi jauh ini masih suka saja dan awett wkwk
0,saya kasih bintang dulu karena baru sekali pakai lol mungil banget sih wkwk bau enak banget kyk bau bau vanilla scrubnya juga rasa dan yang saya suka dia tuh bikin bibir lembab tidak kering kyk pakai lip scrub yang di diy
1,lip scrub pertama kali yang saya milik beli ini karena bibir sering kering akibat sering pakai lip cream tetapi sayang sekali kurang ngangkat sel kulut mati dia ini kaya alami banget begitu karena scrub nya benar beenr kaya dari gula gede gede begitu terus ada efej melembabkan juga tetapi yang saya rasain overall biasa saja
1,kalok ngomongin kemas tidak usah ragu emina emang jago bikin kemas yang gemes gemes kalok bibir ngelupas pakai ini saja kurang nampol sih di saya lebih bagus kalok habis pakai ini dimaskerin pakai repairing jelly sebentar kalok buru buru atau malam kalok mau tidur
1,lip scrub pertama yang saya coba kemas nya lucu kecil praktis kalau masuk pouch di dalem selain gula ada macam biji an begitu kecil buat eksfoliasi bibir biasa pakai malem belum tidur atau kalau rasa bibir kering bget dan pecah biasa kalau abis pakai lipcream matte tolong bget siih ini produk kalau dipake rutin bisa bikin bibir halus
0,beli ini karena racun sama temen tipe bibir kalau sudah kering bakal kering banget sampe tiba darah sendiri kalau buat ngomong dikit kalau pas lagi kering pakai ini kasar banget dan langsung darah tetapi kalau bibir dalam kondisi normal sih enak saja ini bisa ngelupas sel kulit mati tanpa sakit dan darah tetapi emang nggak ngelembabin sih harus pakai lipbalm lagi repurchase hm mungkin mau coba yang lain dulu
1,saya sig cinta produk emina turut saya sih dia bantu banget buat saya yang sering pakai lipcream dan bikin bibir saya kering padahal rajin pakai pelembab kadang scrub ini tidak bisa wow banget ngscrub sih butir scrubnya juga besar besar
2,lumayan buat ngescrub kulit mati bibir yang bikin pecah pecah hiks tetapi kurang kalau untuk pelembab bibir karma emg tekstur bibir akutu kering sangat sangat sangat begitu jadi ya not bad lah lumayan mungkin mau repurchase tetapi liat nanti dah
1,iseng beli lipscrub ini karena packagingnya saja lucu pink begitu sesuai nama isi gula begitu tetapi halus tidak kasar enak saja kalau buat scrub bibir tidak sakit sangat enak itu bau sih wangi vanila manis suka sangat deh kalau vanila haha tiap abis scrub pakai ini suka saya lap pakai tisu sampe benar bersih dari gula sebenernya pakai libscrub tuh gaperlu bilas biar lebih resap sih tetapi si lipscrub ini tuh lengket gaenak ugha rasa turut saya jadi mending lap pakai tisu saja terus langsung pakein lipbalm kalau tidak langsung pakai lipbalm bakal kering pecah lagi deh bibir
1,suka banget sukaaaa banget banget banget awal mager tiap mau pakai engga tahu kenapa terus tiba tiba notice kalau bibir jadi kering dan gelap alhasil rutin banget scrubbing dan voila minggu saja pakai ini bibir sudahbalik jadi pink so happy
1,ini lipscrub pertama saya dulu beli tahun yang lalu dan sekarang repurchase lagi ini masuk salah satu lipscrub yang saya suka scrubnya kecil kecil jadi tidak perih dan ada balmnya juga ya wangi enak tetapi entah kenapa sekarang jadi makin buttery begitu deh
1,kemas lucu banget dan bisa ngebantu ngangkat sel kulit mati di bibir dan habis pakai bibir rasa lembab banget enak wangi juga enaakk banget tetapi isi sedikit hehe repurchase maybe ya
1,suka sama lip scrub ini benar ngangkat kulit kering di bibir kalau pakai lipstik matte setela jadi oke hasil kuranganya turut saya isi dikit banget dan karena saya ngambil produk langsung pakai jari jadi kesan kurang higienis begitu
2,karena terlalu malas untuk bikin lip scrub saya beli ini suka semuanyaaaa mulai dari formula ampuh wangi packagingnya saya suka semua kadang suka tidak sengaja jilat dan dia manis wkwk dia ngebantu banget buat ngangkat kulit bibir yang kering telah selesai dipake bibir rasa lembut banget suka deh
1,butir scrubnya terlalu kecil turut kalau untuk scrub ngangkat sel kulit mati tidak begitu rasa di bibir yang normal tidak kering ya mungkin kalau bibir pecah sudah asa gesek hbs di bilas jg asa lembut di bibir bukan lengket sih sbnrnya mngkin maksutnya biar ada moisturizing nya gtu enak saja sih di bibir packagingnya imut kecil
0,bagus butir alus bikin bibir saya alus wangi enak ken saya makan sih minus cuma wadah kurang gede untuk saya yang boros ini wadah kurang gede sih apalagi buat bibir incess yang tebel
1,ngatau lagi sudahrepurchase berapa kali sama lip scrub ini ngangkat kulit mati sangat bikin bibir saya lembab cerah bibir yang hitam wlopun butuh telaten harga juga murah sangat thankyou emina sudahngeluarin produk ini
2,bau tuh tidak enak saya rasa bau kek bau ketek gtu loh tetapi bnran saya tidak suka bau dan unk manfaat tidak kliatan juga sih karena saya mls sedang make karena bau kek ketek gtu bnran wangi ketek drpd bau ini products etss tetapi kita tidak boleh net thing dlu kli saja product yang saya milik kadarwasa dari toko tetapi di culesin ama toko kan tidak ada yang tw to bnr deh bau tidak enak sangat minggu pakai ku ksih teman
1,di bibir saya yang super kering lip scrub ini tidak begitu ngaruh mungkin karena formula scrub nya sendiri yang turut saya golong halus makanya tidak ngefek banget cara bibir saya sekering gurun sahara kering nya itu yang benar benar sampe ngelupas begitu padahal saya suka banget sama packaging nya yang imut imut dan produk yang wangi rasa nya juga manis karena saya sempet beberapa kali tidak sengaja jilat pas bibir tetapi yah begitu masih belum mampu angkat sel kulit mati di bibir mungkin produk ini khusus buat yang tidak milik masalah sama bibir super kering seperti saya repurchase tidak
1,lip scrub favorittttttt karena harga jangkau kerja sesuai klaim wangi enak bangettttttt dan kemas unyu banget mungkin emina bisa bikin ukur yang lebih besar lagiii buat meminimalisir empties yang ada hehehehehe ingat produk ini cepet banget abis repurchase definitely yes
1,lip scrub enak yang pernah coba tekstur seperti white sugar enak pas di aplikasi ke bibir dan ada rasa manis nya hehee enak banget dipake buat mengeksfloisasi sel kulit mati bibir langsung angkat dan telah itu bibir asa jadi lebih moist harga masuk affordable dan packagingnya juga gemeshh kalau habis pasti bakal repurchase
1,packaging nya ucul wangi enak terus murah riah emina gituloh enak enak saja di bibir efek subtle jadi sekali pakai tidak langsung ada ubah selalu goda untuk makan karena bau enak manis manis travel friendly banget muat masuk apa saja
1,awal beli iseng doang karena desain package nya yang imut bangett tapi hubung betul bibir saya sedang pecah dan lip edges saya lagi benar kering dan tidak banget sampe warna ubah jadi putih gituu akhir lgsg saya coba pakai saja kann ubah apa tidak nihh dannn hasil saya suka sangat dong dalam sekali pakai bibir jadi lumayan lembab pinggir bibir juga tidak putih kering lagi bagi tengah bibir yang pecah jg sudah gaada sekarang bibir saya jadi calm dan lembab begitu repurchase yes
0,harga murce beb tetapi di saya tidak ngaruh apa apa mana butir scrubnya gede bet malah nyakitin bibir tetapi tidak ngaruh apa apa wangi vanilla begitu dan manis kalau keicip hehe coba rutin guna ini karena sayang sudahdibeli tetapi tetep males karena sakit atau mungkin saya yang terlalu tidak nyantei ya ngescrubnyaa
1,belum scrub bibir ya pakai madu gula atau petroleum jelly gula sih tetapi lama lama males rajin hahhaa jadi beli ini dan wangi enaaaakkk abis oake ini bibir asa lembap nya andal deh kalau hibir lagi kering karena sering pakai lip cream matte
1,butir gula lembut rasa kaya pakai petroleum jeli kasih gula tetapi mungkin terlalu lembut jadi kaya kurang nge scrub begitu telah pakai kok malah jadi rada kering yaa atau memang bibir ku yang kering akut tetapi kalau misal buat scrub sendiri kok seperti makin jarang saya pakai ini saya pakai minggu kali praktis saja saya suka
1,beli karena unyu gila haha mungil bisa bawa traveling tidak makan tempat saya pakai sangat hari selalu saya scrub rasa manis pernah saya icip begitu wkwk turut saya ngelembapin bibir saya dan ngangkat sel kulit mati di bibir saya juga asa cerah saja kalau bibir di scrub pakai ini
1,kmasannya lucuuu sangat hehehhe kecil dan gampang bawa stlah di scrub bibir jdi lebih pink terus lembut begitu wangi enak irit juga tidak abis wkwkkw cumaa bersihinnya agak susah buat saya jadi gula nya suka masih ktinggalan bibir alhasil ku telan wkkwk
1,beli sudah ada bulan tetapi gaabis padahal sudah usaha ambil banyak gula asli kadang suka ketelen butir gula harga murah kecil banget jarnya enak bawa kalau traveling melembabkan banget terus packingnya lucu begitu gemes
2,cinta awal saya milik lip scrub merk lain itu kalau bilas susah banget masih rasa macam minyak minyak nempel begitu terus akhir beli ini bau enak banget parah pas dipake juga scrubnya tidak yang harsh banget jadi aman aman saja bilas juga enak cepet dan tidak ninggalin kesan minyak berat begitu di bibir packagingnya juga oke gemas layak produk emina lain saya sempet penasaran ini ada rasa tidak kan nama juga sugar pas saya cicip dikit manis nyata hehe
1,cuma suka karena wangi enak tetapi dia tidak ngefek untuk ngangkat sel kulit mati buat ngelembapin lumayan sih tetapi kalau buat scrub tidak hehe repurchase tidak deh tetapi sedang cari yang mantul dia
1,lip scrub dari emina ini lumayan ampuh angkat sel kulit mati di bibir tetapi tidak yang ekstream angkat untuk bibir yang super kering kaya saya gin sudah bibir jadi lembut worth for the price
1,cinta wangi manis enak cinta pada endus pertama haha bikin bibir lembab dan scrubnya ngangkat kulit kering bibir pakai ini belum make up dan aplikasi lipstik mate bikin bibir tidak crack
1,mini gin nyata awett tidak cpt hbs butir scrubnya kecil jdi tidak terlalu harsh pas digosokin ke bibir wangi enak dan dia cukup bisa ngebersihin after effect telah pakai ini bibir jdi lebih cerah mayan
0,saya sudah berekspektasi tinggi sama produk ini kulit bibir kering saya kira bakal lebih baik kalau di efoksiliasi sama produk ini tetapi nyata tidak tiap telah pakai ini bibir perih banget dan kadang malah jadi pecah pecah dan darah padahal saya pakai pun pelan padahal sebenernya tekstur lip scrub ini tidak terlalu besar butir
1,lip scrub ini turut bukan tipe scrub yang saya suka yah dan tekstur lebih ke lipbalm saja turut scrubnya halus jadi kurang ke exfo kulit mati bibir ninggalin kesan lembab sih cmn ttp masih ada kulit mati jadi i wont repurchase this hehehe
1,suka banget sih sama lip scrub ini kalau abis pakai asa banget bibir jadi lembap terus kalau dipake rutin sangat minggu lama bulan liat bibir jadi lebih cerah cuman karena saya kadang suka lupa males jadi tidak terlalu kentara lagi beda warna bibir
1,sudah pakai scrub ini beberapa kali dan selalu cinta itu telah pakai beneran bikin bibir rata wkwkwk apa ya jadi lebih alus begitu loh terus lebih muncul warna alami bibir sekarang jarang deh pakai lipstik or apa itu buat bibir karena bibir sudah bagus bingiit but saran saja sih kemas jangan kecil kecil dong kan jadi cepet abiiis
1,telah pakai ini kulit bibir lebih lembab dan kulit kering langsung hilang benar benar selamat bibir di kala sedang super kering dan pecah pecah bentuk nya juga cute travel friendly harga oke
1,lip scrub emina tergemess turut saya ahahaha saya pakai ini bulan sekali belum mulai pakai lip balm lagi tetapi saya tidak terlalu suka sama tekstur sih terus agak susah di lap kadang suka saya jilat dikit pas bibir karena ada gula gula gituu manis
1,lip scrub emina yang kemas gemas dan lihat kokoh aroma juga maniss vanila rasa mau makan butir scrubnya turut ku cukup besar sayang tidak terlalu bikin bibir halus tetapi ini kalau buat scrub biasa bisa banget dan pasti harga lip scrub ini sangat jangkau
1,packaging nya lucu sih kecil imut begitu wangi juga enak kaya permen apa gituu jadi suka pgn di jilat jilat cuma turut saya scrub nya kurang begitu jadi krim banyak dan gula nya sedikit tetapi sudah bagus bisa ngelembabin bibir dan angkat sel kulit mati
0,lip scrub pertama saya harga murah buat kantong dan cukup untuk kupas kulit kulit mati di bibir bau nya juga enak harga rbuan wkatu saya beli di watson packgingnya kecil bulet cuman kalau kuku panjang scrubnya masuk masuk ke kuku
1,lip scrub pertama ku wangi suka banget soft seperti bau permen ingin ku makan untuk angkat kulit kulit mati bibir cukup dan jadiin lembab bibir harga affordable repurchase yasss
1,scrub bibir yang satu ini lumayan hasil bibir yang tadi nya sering kering dan pecah pakai ini jadi lembab dan bersih rasa biasa saya pakai minggu atau kali di malam hari telah pakai lip remover
2,saya pakai ini tidak lihat efek apa sih yang bikin saya tidak suka banget habis scrub pakai ini bibir kering parah sebeneenya sih ini aroma enak kaya gula pasir beneran saya scrub pakai ini di bibir beberapa kali terus saya pakai scrub wajah sisa wkwkwk daripada buang sayang hihi
1,milik ini sudahcukup lama tetapi malesin banget makenya wangi sih enak buat ken jilat jilat tetapi di saya ini tidak ampuh buat nge scrub bibir habis di scrub bibir bukan makin lembut tetapi malah makin kering dan kusam bahkan lebih bagus ngescrub pakai olive oil gula
1,cinta hate relationship with this product agak bingung sebenernya ini produk ngapaiin pas di pakai seperti lengket banget terus scrubnya kasar emang sih habis pakai rasa bibir jadi lembut banget tetapi kalau tidak pakai lipbalm jadi kering juga repurchase maybe
1,my first lip scrub karena cuma tahu ini enak sih lembab banget cuma sayang banget mau makan kalau sudahpakai scrub ini pakai malam bagai lip sleeping mask pagi telah bilas lembut banget pakai lipstick matte jadi bagus banget
1,benar bagus sih lipscrub nya ini cuma scrub nya itu agak gede jadi pas di scrub in begitu agak kasar begitu dan gosok juga jadi harus pelan pelan tetapi bikin lembab juga ilangin bibir yang kelupas repurchase tidak mau coba yang lain
1,ini lipscrubnya lumayan enak dipake tetapi jujur ini tidak terlalu ngescrub krim banyak dan gula agak dikit produk kecil sangat untuk harga segitu untuk hasil cerah warna bibir saya tidak terlalu rasa sangat sih jatuh cm bikin agak lembab begitu agak ngangkat sel kulit mati juga tetapi tidak terlalu sangat begitu bagus kok overall
2,ini produk lipscrub pertama turut lip scrub ini biasa saja sih tidak terlalu ngescrub begitu terus ini produk nyata keciiiiiiiiil banget cuy sumpah tekstur beneran seperti gula cuma kalau sudahdilumerin di bibir rasa jadi agak minyak pekat begitu
1,lip scrub ini turut super recommended karena bibir jadi lebih bersih dan ringan begitu apalagi kalau bibir lagi kering atau ada sisa lipstick yang ada di pinggir jadi lgsung bersih dan ringan begitu loh
1,gula manis ya iya lah nama juga gula rasa enak saja begitu kalau sudah scrub bibir saya biasa pakai ini minggu kali buat kalian yang bibir kering seperti saya cukup sangat saja ya scrubnya biar tidak tambah kering itu bibir dan jangan gosok bibir terlalu kuat dan pasti tidak masuk mulut produk
1,ini buat awat bibir kering emng sangat top syukaaaa sekali cuma ribet saja nge scrub nya menit hehe aromnya suka rasa juga manis emang gula sih ya minggu sekali buat awat harus pakai biar pakai lipstik juga tidak pecah
1,layak lip scrub pada umum saja wangi enak rasa juga manis selain itu telah pakai emang bibir jadi lembab dan halus tetapi yang saya kurang suka adalah butir gula terlalu besar dan agak kurang enak saja di gosok
2,this is one of best lip scrub butir tidak bikin sakit waktu gosok saya sudah beli dua tetapi emang yang sekarang scrubnya jadi lebih kecil ya kalau yang sekarang sih saya ngerasa agak kurang bisa ngangkat kulit kulit mati di bibir untuk melembabkan tetep kok bisa melembabkan dan saya bakal tetep rekomendasi ke temen temen
1,sbnrnya suka sm wangi dan lembab telah pakai tetapi butir scrubnya kurang nampol gula trlalu sedikit dan tidak asa kulit bibir kering tidak ikut cabut jadi ttp risih biarpun sudah di scrub biji aprikotnya pun tidak asa untuk exfoliate nya akhir kalau saya pakai ini suka tambah gula sedang turut mahal untuk isi yang cuma segitu dan tidak ada efek exfoliatenya saya baru mau repurchase kalau kamu lebih mantap scrubbingnya dear emina
0,lip scrub pertama dan suka bangetttt lama ini karena selalu diy buat lip scrub sendiri tetapi hasil kurang maksimal dan karena bibir kering jadi kalau lagi se kering kering pakai lipbalm tidak enak banget jadi greasy begitu akhir saya coba ini dan worth it loh di saya karena bibir lagi kering kering dan saya pakein ini abis itu lanjut pakai lip balm dan pagi voilaaaa bibir saya jadi lembut banget dan syukaaaa luv eminaaaa
2,ini produk lipscrub yang pertama kali saya beli pas make awal kek biasa saja eh tetapi tiap malem saya aplikasiin di bibir terus dan hasil nih bibir jadi lembab banget tidak nyangka sih worth it sih
1,lip scrub pertama saya kasi kado ini dari temen packagingnya lucu sih turut saya wangi juga enak dan ada gula begitu jadi kalau dipake asa manis tetapi tidak terlalu ngaruh di saya pas pakai ini kulit kering tidak ngelupas dan efek lembap nya cuma sebentar
1,lip scrub pertama saya emang tidak prefer buat make lip scrub alami begitu karena males ribet ribet walaupun isi dikit jamin awet banget pakai dia ngefek cuma mungkin kalau ada versi upgradenya kasih spatula lebih baik biar higienis
